HPSA Name,HPSA ID,Designation Type,HPSA Discipline Class,HPSA Score,Primary State Abbreviation,HPSA Status,HPSA Designation Date,HPSA Designation Last Update Date,HPSA Degree of Shortage,Withdrawn Date,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,HPSA Population Type,Rural Status,Common County Name,Common State Abbreviation,State and County Federal Information Processing Standard Code,HPSA Component Name,HPSA Component Source Identification Number,HPSA Component Type Description,HPSA Estimated Served Population,HPSA Estimated Underserved Population,HPSA Provider Ratio Goal,HPSA Shortage,Data Warehouse Record Create Date
LI-Mecklenburg Charlotte SE,1372215953,HPSA Population,Primary Care,16,NC,Designated,02/18/2026,02/18/2026,Not applicable,,5.6751,43041.0,15.2,7584:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,Census Tract 57.18; Mecklenburg County; North Carolina,,Census Tract,17025,26016,3000:1,8.6749,08/29/2026
LI-Mecklenburg Charlotte SE,1372215953,HPSA Population,Primary Care,16,NC,Designated,02/18/2026,02/18/2026,Not applicable,,5.6751,43041.0,15.2,7584:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,Census Tract 57.21; Mecklenburg County; North Carolina,,Census Tract,17025,26016,3000:1,8.6749,08/29/2026
LI-Mecklenburg Charlotte SE,1372215953,HPSA Population,Primary Care,16,NC,Designated,02/18/2026,02/18/2026,Not applicable,,5.6751,43041.0,15.2,7584:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,Census Tract 57.20; Mecklenburg County; North Carolina,,Census Tract,17025,26016,3000:1,8.6749,08/29/2026
LI-Mecklenburg Charlotte SE,1372215953,HPSA Population,Primary Care,16,NC,Designated,02/18/2026,02/18/2026,Not applicable,,5.6751,43041.0,15.2,7584:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,Census Tract 57.22; Mecklenburg County; North Carolina,,Census Tract,17025,26016,3000:1,8.6749,08/29/2026
LI-Mecklenburg Charlotte SE,1372215953,HPSA Population,Primary Care,16,NC,Designated,02/18/2026,02/18/2026,Not applicable,,5.6751,43041.0,15.2,7584:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,Census Tract 57.10; Mecklenburg County; North Carolina,,Census Tract,17025,26016,3000:1,8.6749,08/29/2026
LI-Mecklenburg Charlotte SE,1372215953,HPSA Population,Primary Care,16,NC,Designated,02/18/2026,02/18/2026,Not applicable,,5.6751,43041.0,15.2,7584:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,Census Tract 57.09; Mecklenburg County; North Carolina,,Census Tract,17025,26016,3000:1,8.6749,08/29/2026
LI - Northwest Charlotte,1373019060,HPSA Population,Primary Care,17,NC,Withdrawn,06/28/2022,07/01/2026,Not applicable,07/01/2026,2.8359,38574.0,14.6,13602:1,Low Income Population HPSA,,"Mecklenburg County, NC",NC,37119,"Census Tract 43.05, Mecklenburg County, North Carolina",,Census Tract,8508,30066,3000:1,10.0241,08/29/2026
LI - Northwest Charlotte,1373019060,HPSA Population,Primary Care,17,NC,Withdrawn,06/28/2022,07/01/2026,Not applicable,07/01/2026,2.8359,38574.0,14.6,13602:1,Low Income Population HPSA,,"Mecklenburg County, NC",NC,37119,"Census Tract 61.04, Mecklenburg County, North Carolina",,Census Tract,8508,30066,3000:1,10.0241,08/29/2026
LI - Northwest Charlotte,1373019060,HPSA Population,Primary Care,17,NC,Withdrawn,06/28/2022,07/01/2026,Not applicable,07/01/2026,2.8359,38574.0,14.6,13602:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 61.09, Mecklenburg County, North Carolina",,Census Tract,8508,30066,3000:1,10.0241,08/29/2026
LI - Northwest Charlotte,1373019060,HPSA Population,Primary Care,17,NC,Withdrawn,06/28/2022,07/01/2026,Not applicable,07/01/2026,2.8359,38574.0,14.6,13602:1,Low Income Population HPSA,,"Mecklenburg County, NC",NC,37119,"Census Tract 60.06, Mecklenburg County, North Carolina",,Census Tract,8508,30066,3000:1,10.0241,08/29/2026
LI - Northwest Charlotte,1373019060,HPSA Population,Primary Care,17,NC,Withdrawn,06/28/2022,07/01/2026,Not applicable,07/01/2026,2.8359,38574.0,14.6,13602:1,Low Income Population HPSA,,"Mecklenburg County, NC",NC,37119,"Census Tract 61.07, Mecklenburg County, North Carolina",,Census Tract,8508,30066,3000:1,10.0241,08/29/2026
LI - Northwest Charlotte,1373019060,HPSA Population,Primary Care,17,NC,Withdrawn,06/28/2022,07/01/2026,Not applicable,07/01/2026,2.8359,38574.0,14.6,13602:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 60.09, Mecklenburg County, North Carolina",,Census Tract,8508,30066,3000:1,10.0241,08/29/2026
LI - Northwest Charlotte,1373019060,HPSA Population,Primary Care,17,NC,Withdrawn,06/28/2022,07/01/2026,Not applicable,07/01/2026,2.8359,38574.0,14.6,13602:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 47, Mecklenburg County, North Carolina",,Census Tract,8508,30066,3000:1,10.0241,08/29/2026
LI - Northwest Charlotte,1373019060,HPSA Population,Primary Care,17,NC,Withdrawn,06/28/2022,07/01/2026,Not applicable,07/01/2026,2.8359,38574.0,14.6,13602:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 61.08, Mecklenburg County, North Carolina",,Census Tract,8508,30066,3000:1,10.0241,08/29/2026
LI - Northwest Charlotte,1373019060,HPSA Population,Primary Care,17,NC,Withdrawn,06/28/2022,07/01/2026,Not applicable,07/01/2026,2.8359,38574.0,14.6,13602:1,Low Income Population HPSA,,"Mecklenburg County, NC",NC,37119,"Census Tract 60.10, Mecklenburg County, North Carolina",,Census Tract,8508,30066,3000:1,10.0241,08/29/2026
LI - Northwest Charlotte,1373019060,HPSA Population,Primary Care,17,NC,Withdrawn,06/28/2022,07/01/2026,Not applicable,07/01/2026,2.8359,38574.0,14.6,13602:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 61.05, Mecklenburg County, North Carolina",,Census Tract,8508,30066,3000:1,10.0241,08/29/2026
LI - Northwest Charlotte,1373019060,HPSA Population,Primary Care,17,NC,Withdrawn,06/28/2022,07/01/2026,Not applicable,07/01/2026,2.8359,38574.0,14.6,13602:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 49, Mecklenburg County, North Carolina",,Census Tract,8508,30066,3000:1,10.0241,08/29/2026
LI - Northwest Charlotte,1373019060,HPSA Population,Primary Care,17,NC,Withdrawn,06/28/2022,07/01/2026,Not applicable,07/01/2026,2.8359,38574.0,14.6,13602:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 43.03, Mecklenburg County, North Carolina",,Census Tract,8508,30066,3000:1,10.0241,08/29/2026
LI - Northwest Charlotte,1373019060,HPSA Population,Primary Care,17,NC,Withdrawn,06/28/2022,07/01/2026,Not applicable,07/01/2026,2.8359,38574.0,14.6,13602:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 48, Mecklenburg County, North Carolina",,Census Tract,8508,30066,3000:1,10.0241,08/29/2026
LI - Northwest Charlotte,1373019060,HPSA Population,Primary Care,17,NC,Withdrawn,06/28/2022,07/01/2026,Not applicable,07/01/2026,2.8359,38574.0,14.6,13602:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 43.04, Mecklenburg County, North Carolina",,Census Tract,8508,30066,3000:1,10.0241,08/29/2026
LI - Northwest Charlotte,1373019060,HPSA Population,Primary Care,17,NC,Withdrawn,06/28/2022,07/01/2026,Not applicable,07/01/2026,2.8359,38574.0,14.6,13602:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 60.05, Mecklenburg County, North Carolina",,Census Tract,8508,30066,3000:1,10.0241,08/29/2026
LI - Northwest Charlotte,1373019060,HPSA Population,Primary Care,17,NC,Withdrawn,06/28/2022,07/01/2026,Not applicable,07/01/2026,2.8359,38574.0,14.6,13602:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 43.02, Mecklenburg County, North Carolina",,Census Tract,8508,30066,3000:1,10.0241,08/29/2026
LI - Northwest Charlotte,1373019060,HPSA Population,Primary Care,17,NC,Withdrawn,06/28/2022,07/01/2026,Not applicable,07/01/2026,2.8359,38574.0,14.6,13602:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 46, Mecklenburg County, North Carolina",,Census Tract,8508,30066,3000:1,10.0241,08/29/2026
LI - Northwest Charlotte,1373019060,HPSA Population,Primary Care,17,NC,Withdrawn,06/28/2022,07/01/2026,Not applicable,07/01/2026,2.8359,38574.0,14.6,13602:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 44, Mecklenburg County, North Carolina",,Census Tract,8508,30066,3000:1,10.0241,08/29/2026
LI - Northwest Charlotte,1373019060,HPSA Population,Primary Care,17,NC,Withdrawn,06/28/2022,07/01/2026,Not applicable,07/01/2026,2.8359,38574.0,14.6,13602:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 45, Mecklenburg County, North Carolina",,Census Tract,8508,30066,3000:1,10.0241,08/29/2026
LI - Northwest Charlotte,1373019060,HPSA Population,Primary Care,17,NC,Withdrawn,06/28/2022,07/01/2026,Not applicable,07/01/2026,2.8359,38574.0,14.6,13602:1,Low Income Population HPSA,,"Mecklenburg County, NC",NC,37119,"Census Tract 54.01, Mecklenburg County, North Carolina",,Census Tract,8508,30066,3000:1,10.0241,08/29/2026
LI - Northwest Charlotte,1373019060,HPSA Population,Primary Care,17,NC,Withdrawn,06/28/2022,07/01/2026,Not applicable,07/01/2026,2.8359,38574.0,14.6,13602:1,Low Income Population HPSA,,"Mecklenburg County, NC",NC,37119,"Census Tract 61.06, Mecklenburg County, North Carolina",,Census Tract,8508,30066,3000:1,10.0241,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 38.06, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 36, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 59.16, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 42, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 31.03, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 32.03, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 41, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 31.02, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 37, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 31.06, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 59.06, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 31.08, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 58.29, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 31.09, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 9802, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 32.01, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 58.27, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 38.02, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Partially Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 9801, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Partially Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 39.03, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 58.24, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Partially Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 40, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 58.26, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 59.12, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 39.02, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 58.25, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 38.08, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 38.05, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI-SW Charlotte,1373863486,HPSA Population,Primary Care,11,NC,Proposed For Withdrawal,04/15/2022,09/22/2025,Not applicable,,9.9156,49479.0,19.5,4990:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 38.07, Mecklenburg County, North Carolina",,Census Tract,29747,19732,3000:1,6.5744,08/29/2026
LI - East Charlotte,1374097848,HPSA Population,Primary Care,19,NC,Proposed For Withdrawal,02/23/2022,09/22/2025,Not applicable,,10.3886,114773.0,22.1,11048:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 56.04, Mecklenburg County, North Carolina",,Census Tract,31166,83607,3000:1,27.8714,08/29/2026
LI - East Charlotte,1374097848,HPSA Population,Primary Care,19,NC,Proposed For Withdrawal,02/23/2022,09/22/2025,Not applicable,,10.3886,114773.0,22.1,11048:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 57.10, Mecklenburg County, North Carolina",,Census Tract,31166,83607,3000:1,27.8714,08/29/2026
LI - East Charlotte,1374097848,HPSA Population,Primary Care,19,NC,Proposed For Withdrawal,02/23/2022,09/22/2025,Not applicable,,10.3886,114773.0,22.1,11048:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 56.05, Mecklenburg County, North Carolina",,Census Tract,31166,83607,3000:1,27.8714,08/29/2026
LI - East Charlotte,1374097848,HPSA Population,Primary Care,19,NC,Proposed For Withdrawal,02/23/2022,09/22/2025,Not applicable,,10.3886,114773.0,22.1,11048:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 19.20, Mecklenburg County, North Carolina",,Census Tract,31166,83607,3000:1,27.8714,08/29/2026
LI - East Charlotte,1374097848,HPSA Population,Primary Care,19,NC,Proposed For Withdrawal,02/23/2022,09/22/2025,Not applicable,,10.3886,114773.0,22.1,11048:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 55.12, Mecklenburg County, North Carolina",,Census Tract,31166,83607,3000:1,27.8714,08/29/2026
LI - East Charlotte,1374097848,HPSA Population,Primary Care,19,NC,Proposed For Withdrawal,02/23/2022,09/22/2025,Not applicable,,10.3886,114773.0,22.1,11048:1,Low Income Population HPSA,Non-Rural,"Mecklenburg County, NC",NC,37119,"Census Tract 50, Mecklenburg County, North Carolina",,Census Tract,31166,83607,3000:1,27.8714,08/29/2026
